dteday,season,yr,mnth,holiday,weekday,workingday,instant_y,hr,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
2012-02-15,1,1,2,0,3,1,9744,22,1,0.34,0.3485,0.49,0.1045,3,104,107
2012-02-15,1,1,2,0,3,1,9745,23,1,0.34,0.3485,0.53,0.0896,4,54,58
2012-02-16,1,1,2,0,4,1,9746,0,2,0.3,0.303,0.7,0.1343,1,22,23
2012-02-16,1,1,2,0,4,1,9747,1,2,0.3,0.3333,0.7,0.0,0,5,5
2012-02-16,1,1,2,0,4,1,9748,2,2,0.3,0.3182,0.7,0.0896,1,6,7
2012-02-16,1,1,2,0,4,1,9749,3,2,0.3,0.3333,0.61,0.0,0,1,1
2012-02-16,1,1,2,0,4,1,9750,4,3,0.3,0.3182,0.7,0.0896,0,3,3
2012-02-16,1,1,2,0,4,1,9751,5,2,0.3,0.3333,0.7,0.0,0,20,20
2012-02-16,1,1,2,0,4,1,9752,6,2,0.3,0.3182,0.7,0.0896,4,83,87
2012-02-16,1,1,2,0,4,1,9753,7,2,0.3,0.303,0.7,0.1343,3,285,288
2012-02-16,1,1,2,0,4,1,9754,8,2,0.3,0.3182,0.7,0.0896,9,489,498
2012-02-16,1,1,2,0,4,1,9755,9,2,0.3,0.303,0.7,0.1642,3,199,202
2012-02-16,1,1,2,0,4,1,9756,10,3,0.32,0.3333,0.7,0.1343,2,42,44
2012-02-16,1,1,2,0,4,1,9757,11,3,0.32,0.3333,0.7,0.1045,2,69,71
2012-02-16,1,1,2,0,4,1,9758,12,3,0.32,0.3333,0.76,0.0896,1,44,45
2012-02-16,1,1,2,0,4,1,9759,13,3,0.34,0.3182,0.71,0.2537,2,62,64
2012-02-16,1,1,2,0,4,1,9760,14,3,0.32,0.3182,0.81,0.194,1,30,31
2012-02-16,1,1,2,0,4,1,9761,15,3,0.34,0.3636,0.76,0.0,3,50,53
2012-02-16,1,1,2,0,4,1,9762,16,3,0.34,0.3636,0.81,0.0,8,110,118
2012-02-16,1,1,2,0,4,1,9763,17,3,0.34,0.3636,0.87,0.0,8,281,289
2012-02-16,1,1,2,0,4,1,9764,18,3,0.34,0.3333,0.87,0.1343,8,345,353
2012-02-16,1,1,2,0,4,1,9765,19,2,0.32,0.3182,0.87,0.1642,4,254,258
2012-02-16,1,1,2,0,4,1,9766,20,2,0.32,0.3333,0.87,0.1343,5,211,216
2012-02-16,1,1,2,0,4,1,9767,21,2,0.34,0.3485,0.81,0.1045,3,142,145
2012-02-16,1,1,2,0,4,1,9768,22,2,0.32,0.3485,0.81,0.0,3,108,111
2012-02-16,1,1,2,0,4,1,9769,23,1,0.32,0.3333,0.81,0.0896,3,70,73
2012-02-17,1,1,2,0,5,1,9770,0,2,0.3,0.3333,0.87,0.0,2,32,34
2012-02-17,1,1,2,0,5,1,9771,1,2,0.3,0.3333,0.93,0.0,2,16,18
2012-02-17,1,1,2,0,5,1,9772,2,2,0.3,0.3182,0.93,0.1045,1,11,12
2012-02-17,1,1,2,0,5,1,9773,3,2,0.28,0.2879,0.93,0.1045,0,1,1
2012-02-17,1,1,2,0,5,1,9774,4,2,0.28,0.2727,0.93,0.194,0,1,1
2012-02-17,1,1,2,0,5,1,9775,5,2,0.28,0.2727,0.93,0.1642,0,16,16
2012-02-17,1,1,2,0,5,1,9776,6,2,0.28,0.2879,0.96,0.1343,1,70,71
2012-02-17,1,1,2,0,5,1,9777,7,2,0.28,0.2879,0.93,0.1045,4,222,226
2012-02-17,1,1,2,0,5,1,9778,8,2,0.26,0.303,1.0,0.0,4,516,520
2012-02-17,1,1,2,0,5,1,9779,9,2,0.26,0.303,1.0,0.0,8,275,283
2012-02-17,1,1,2,0,5,1,9780,10,1,0.34,0.3182,0.71,0.2836,13,103,116
2012-02-17,1,1,2,0,5,1,9781,11,1,0.36,0.3333,0.62,0.4179,9,133,142
2012-02-17,1,1,2,0,5,1,9782,12,1,0.38,0.3939,0.46,0.3881,21,177,198
2012-02-17,1,1,2,0,5,1,9783,13,1,0.4,0.4091,0.43,0.3582,34,171,205
2012-02-17,1,1,2,0,5,1,9784,14,1,0.4,0.4091,0.37,0.3582,33,137,170
2012-02-17,1,1,2,0,5,1,9785,15,1,0.42,0.4242,0.35,0.4179,41,180,221
2012-02-17,1,1,2,0,5,1,9786,16,1,0.42,0.4242,0.32,0.2985,56,251,307
2012-02-17,1,1,2,0,5,1,9787,17,1,0.42,0.4242,0.32,0.3284,36,429,465
2012-02-17,1,1,2,0,5,1,9788,18,1,0.4,0.4091,0.35,0.2537,15,362,377
2012-02-17,1,1,2,0,5,1,9789,19,1,0.38,0.3939,0.37,0.2239,16,266,282
2012-02-17,1,1,2,0,5,1,9790,20,1,0.4,0.4091,0.35,0.194,13,158,171
2012-02-17,1,1,2,0,5,1,9791,21,1,0.38,0.3939,0.37,0.194,15,114,129
2012-02-17,1,1,2,0,5,1,9792,22,1,0.36,0.3485,0.4,0.2239,15,92,107
2012-02-17,1,1,2,0,5,1,9793,23,1,0.36,0.3485,0.4,0.194,10,72,82
2012-02-18,1,1,2,0,6,0,9794,0,1,0.34,0.3333,0.42,0.1642,5,81,86
2012-02-18,1,1,2,0,6,0,9795,1,1,0.32,0.3182,0.49,0.1642,7,38,45
2012-02-18,1,1,2,0,6,0,9796,2,1,0.3,0.2879,0.61,0.2537,6,39,45
2012-02-18,1,1,2,0,6,0,9797,3,1,0.28,0.2879,0.65,0.1045,3,15,18
2012-02-18,1,1,2,0,6,0,9798,4,1,0.26,0.303,0.7,0.0,3,4,7
2012-02-18,1,1,2,0,6,0,9799,5,1,0.24,0.2576,0.7,0.0896,0,1,1
2012-02-18,1,1,2,0,6,0,9800,6,1,0.24,0.2879,0.7,0.0,1,8,9
2012-02-18,1,1,2,0,6,0,9801,7,1,0.24,0.2879,0.7,0.0,8,33,41
2012-02-18,1,1,2,0,6,0,9802,8,1,0.22,0.2727,0.87,0.0,10,92,102
2012-02-18,1,1,2,0,6,0,9803,9,1,0.22,0.2424,0.8,0.1045,22,116,138
2012-02-18,1,1,2,0,6,0,9804,10,1,0.26,0.2727,0.81,0.1045,48,157,205
2012-02-18,1,1,2,0,6,0,9805,11,1,0.32,0.3333,0.57,0.1343,102,184,286
2012-02-18,1,1,2,0,6,0,9806,12,1,0.36,0.3485,0.43,0.194,128,241,369
2012-02-18,1,1,2,0,6,0,9807,13,1,0.4,0.4091,0.43,0.2836,165,219,384
2012-02-18,1,1,2,0,6,0,9808,14,1,0.44,0.4394,0.35,0.3582,183,244,427
2012-02-18,1,1,2,0,6,0,9809,15,1,0.42,0.4242,0.41,0.2537,229,270,499
2012-02-18,1,1,2,0,6,0,9810,16,1,0.44,0.4394,0.44,0.3284,186,218,404
2012-02-18,1,1,2,0,6,0,9811,17,1,0.48,0.4697,0.36,0.2836,142,222,364
2012-02-18,1,1,2,0,6,0,9812,18,1,0.46,0.4545,0.38,0.2985,70,176,246
2012-02-18,1,1,2,0,6,0,9813,19,1,0.44,0.4394,0.44,0.1642,38,150,188
2012-02-18,1,1,2,0,6,0,9814,20,1,0.44,0.4394,0.44,0.1642,25,123,148
2012-02-18,1,1,2,0,6,0,9815,21,1,0.44,0.4394,0.33,0.2985,25,89,114
2012-02-18,1,1,2,0,6,0,9816,22,1,0.4,0.4091,0.4,0.4478,17,101,118
2012-02-18,1,1,2,0,6,0,9817,23,2,0.36,0.3333,0.4,0.3881,12,62,74
2012-02-19,1,1,2,0,0,0,9818,0,2,0.34,0.303,0.39,0.3582,9,65,74
2012-02-19,1,1,2,0,0,0,9819,1,2,0.32,0.303,0.39,0.2537,10,62,72
2012-02-19,1,1,2,0,0,0,9820,2,2,0.3,0.2879,0.36,0.2836,3,45,48
2012-02-19,1,1,2,0,0,0,9821,3,2,0.3,0.2879,0.36,0.2239,3,12,15
2012-02-19,1,1,2,0,0,0,9822,4,2,0.28,0.2576,0.41,0.3881,0,3,3
2012-02-19,1,1,2,0,0,0,9823,5,2,0.26,0.2273,0.48,0.2985,1,1,2
2012-02-19,1,1,2,0,0,0,9824,6,1,0.24,0.2121,0.52,0.3284,0,5,5
2012-02-19,1,1,2,0,0,0,9825,7,2,0.24,0.2121,0.52,0.2836,2,12,14
2012-02-19,1,1,2,0,0,0,9826,8,2,0.24,0.2273,0.56,0.194,8,48,56
2012-02-19,1,1,2,0,0,0,9827,9,2,0.24,0.2273,0.56,0.2537,20,73,93
2012-02-19,1,1,2,0,0,0,9828,10,2,0.26,0.2424,0.52,0.2537,49,142,191
2012-02-19,1,1,2,0,0,0,9829,11,2,0.26,0.2273,0.56,0.3284,82,144,226
2012-02-19,1,1,2,0,0,0,9830,12,2,0.28,0.2727,0.52,0.2537,71,184,255
2012-02-19,1,1,2,0,0,0,9831,13,1,0.3,0.303,0.49,0.1642,64,197,261
2012-02-19,1,1,2,0,0,0,9832,14,2,0.32,0.3182,0.45,0.194,48,189,237
2012-02-19,1,1,2,0,0,0,9833,15,2,0.3,0.2879,0.49,0.194,85,168,253
2012-02-19,1,1,2,0,0,0,9834,16,2,0.32,0.303,0.45,0.2836,62,150,212
2012-02-19,1,1,2,0,0,0,9835,17,2,0.3,0.2879,0.49,0.2537,22,135,157
2012-02-19,1,1,2,0,0,0,9836,18,2,0.3,0.2727,0.49,0.3284,23,144,167
2012-02-19,1,1,2,0,0,0,9837,19,2,0.3,0.2879,0.52,0.2537,18,101,119
2012-02-19,1,1,2,0,0,0,9838,20,2,0.3,0.2879,0.52,0.2836,22,81,103
2012-02-19,1,1,2,0,0,0,9839,21,3,0.26,0.2576,0.65,0.1642,3,33,36
2012-02-19,1,1,2,0,0,0,9840,22,3,0.24,0.2576,0.75,0.0896,8,47,55
2012-02-19,1,1,2,0,0,0,9841,23,2,0.22,0.2273,0.93,0.1642,5,30,35
2012-02-20,1,1,2,1,1,0,9842,0,2,0.24,0.2576,0.87,0.0896,5,36,41
2012-02-20,1,1,2,1,1,0,9843,1,2,0.24,0.2576,0.87,0.0896,3,12,15
2012-02-20,1,1,2,1,1,0,9844,2,2,0.24,0.2576,0.87,0.0896,1,19,20
2012-02-20,1,1,2,1,1,0,9845,3,2,0.24,0.2273,0.81,0.194,0,8,8
2012-02-20,1,1,2,1,1,0,9846,5,2,0.24,0.2121,0.6,0.3582,0,6,6
2012-02-20,1,1,2,1,1,0,9847,6,1,0.24,0.197,0.52,0.4179,1,9,10
2012-02-20,1,1,2,1,1,0,9848,7,2,0.22,0.197,0.55,0.3284,2,42,44
2012-02-20,1,1,2,1,1,0,9849,8,1,0.2,0.1818,0.59,0.3582,9,111,120
2012-02-20,1,1,2,1,1,0,9850,9,1,0.2,0.1818,0.59,0.3582,12,98,110
2012-02-20,1,1,2,1,1,0,9851,10,1,0.22,0.197,0.55,0.4478,30,113,143
2012-02-20,1,1,2,1,1,0,9852,11,1,0.26,0.2273,0.48,0.3582,45,163,208
2012-02-20,1,1,2,1,1,0,9853,12,1,0.28,0.2727,0.45,0.2239,65,216,281
2012-02-20,1,1,2,1,1,0,9854,13,1,0.3,0.2879,0.42,0.2836,66,246,312
2012-02-20,1,1,2,1,1,0,9855,14,1,0.32,0.3182,0.36,0.194,57,206,263
2012-02-20,1,1,2,1,1,0,9856,15,1,0.34,0.3182,0.34,0.2239,54,235,289
2012-02-20,1,1,2,1,1,0,9857,16,1,0.36,0.3788,0.29,0.1045,64,216,280
2012-02-20,1,1,2,1,1,0,9858,17,1,0.38,0.3939,0.27,0.2537,27,226,253
2012-02-20,1,1,2,1,1,0,9859,18,1,0.34,0.3182,0.34,0.2239,27,215,242
2012-02-20,1,1,2,1,1,0,9860,19,1,0.34,0.3182,0.34,0.2239,8,164,172
2012-02-20,1,1,2,1,1,0,9861,20,1,0.34,0.3333,0.34,0.194,9,117,126
2012-02-20,1,1,2,1,1,0,9862,21,1,0.3,0.303,0.39,0.1642,8,90,98
2012-02-20,1,1,2,1,1,0,9863,22,1,0.3,0.3182,0.45,0.0896,9,53,62
2012-02-20,1,1,2,1,1,0,9864,23,1,0.3,0.3333,0.39,0.0,0,26,26
2012-02-21,1,1,2,0,2,1,9865,0,1,0.26,0.303,0.65,0.0,1,11,12
2012-02-21,1,1,2,0,2,1,9866,1,1,0.26,0.303,0.56,0.0,0,7,7
2012-02-21,1,1,2,0,2,1,9867,2,1,0.24,0.2879,0.6,0.0,0,3,3
2012-02-21,1,1,2,0,2,1,9868,4,1,0.22,0.2727,0.64,0.0,0,2,2
2012-02-21,1,1,2,0,2,1,9869,5,1,0.2,0.2576,0.69,0.0,0,15,15
2012-02-21,1,1,2,0,2,1,9870,6,1,0.2,0.2576,0.75,0.0,3,83,86
2012-02-21,1,1,2,0,2,1,9871,7,1,0.22,0.2727,0.64,0.0,6,273,279
2012-02-21,1,1,2,0,2,1,9872,8,1,0.2,0.2273,0.69,0.0896,5,459,464
2012-02-21,1,1,2,0,2,1,9873,9,1,0.2,0.2273,0.75,0.1045,6,211,217
2012-02-21,1,1,2,0,2,1,9874,10,1,0.24,0.2273,0.7,0.194,8,77,85
2012-02-21,1,1,2,0,2,1,9875,11,2,0.26,0.2424,0.7,0.2836,5,81,86
2012-02-21,1,1,2,0,2,1,9876,12,2,0.3,0.2727,0.56,0.3881,16,147,163
2012-02-21,1,1,2,0,2,1,9877,13,1,0.34,0.303,0.49,0.4179,8,123,131
2012-02-21,1,1,2,0,2,1,9878,14,2,0.32,0.2879,0.53,0.3881,16,108,124
2012-02-21,1,1,2,0,2,1,9879,15,1,0.34,0.303,0.49,0.4179,23,137,160
2012-02-21,1,1,2,0,2,1,9880,16,1,0.36,0.3333,0.46,0.4179,14,240,254
2012-02-21,1,1,2,0,2,1,9881,17,1,0.38,0.3939,0.4,0.4478,21,411,432
2012-02-21,1,1,2,0,2,1,9882,18,1,0.38,0.3939,0.4,0.4478,11,414,425
2012-02-21,1,1,2,0,2,1,9883,19,1,0.36,0.3333,0.46,0.2985,5,299,304
2012-02-21,1,1,2,0,2,1,9884,20,1,0.34,0.3182,0.53,0.2537,4,223,227
2012-02-21,1,1,2,0,2,1,9885,21,1,0.34,0.3333,0.61,0.1642,7,147,154
2012-02-21,1,1,2,0,2,1,9886,22,2,0.34,0.3333,0.71,0.194,3,97,100
2012-02-21,1,1,2,0,2,1,9887,23,1,0.32,0.303,0.66,0.2239,1,46,47
2012-02-22,1,1,2,0,3,1,9888,0,1,0.32,0.303,0.66,0.2239,5,19,24
2012-02-22,1,1,2,0,3,1,9889,1,1,0.32,0.3333,0.7,0.1343,3,4,7
2012-02-22,1,1,2,0,3,1,9890,2,1,0.34,0.3182,0.66,0.2836,1,5,6
2012-02-22,1,1,2,0,3,1,9891,3,2,0.34,0.3182,0.71,0.2239,1,3,4
2012-02-22,1,1,2,0,3,1,9892,4,1,0.34,0.3333,0.71,0.1642,0,2,2
2012-02-22,1,1,2,0,3,1,9893,5,1,0.32,0.3333,0.7,0.1045,1,29,30
2012-02-22,1,1,2,0,3,1,9894,6,1,0.32,0.3182,0.76,0.1642,5,85,90
2012-02-22,1,1,2,0,3,1,9895,7,1,0.32,0.3333,0.76,0.0896,10,292,302
2012-02-22,1,1,2,0,3,1,9896,8,1,0.3,0.3182,0.75,0.0896,9,567,576
2012-02-22,1,1,2,0,3,1,9897,9,1,0.32,0.3333,0.7,0.0896,11,241,252
2012-02-22,1,1,2,0,3,1,9898,10,1,0.34,0.3485,0.71,0.0896,17,122,139
2012-02-22,1,1,2,0,3,1,9899,11,1,0.36,0.3485,0.66,0.1642,22,149,171
2012-02-22,1,1,2,0,3,1,9900,12,1,0.4,0.4091,0.62,0.2836,21,186,207
2012-02-22,1,1,2,0,3,1,9901,13,1,0.42,0.4242,0.54,0.2985,15,175,190
2012-02-22,1,1,2,0,3,1,9902,14,1,0.44,0.4394,0.54,0.3284,35,142,177
2012-02-22,1,1,2,0,3,1,9903,15,1,0.5,0.4848,0.31,0.4179,34,161,195
2012-02-22,1,1,2,0,3,1,9904,16,1,0.52,0.5,0.29,0.4627,30,268,298
2012-02-22,1,1,2,0,3,1,9905,17,1,0.52,0.5,0.32,0.3881,43,486,529
2012-02-22,1,1,2,0,3,1,9906,18,2,0.48,0.4697,0.41,0.3284,42,483,525
2012-02-22,1,1,2,0,3,1,9907,19,2,0.46,0.4545,0.44,0.2836,22,305,327
2012-02-22,1,1,2,0,3,1,9908,20,2,0.44,0.4394,0.47,0.194,25,249,274
2012-02-22,1,1,2,0,3,1,9909,21,2,0.48,0.4697,0.33,0.2836,19,220,239
2012-02-22,1,1,2,0,3,1,9910,22,2,0.44,0.4394,0.47,0.2537,18,129,147
2012-02-22,1,1,2,0,3,1,9911,23,2,0.46,0.4545,0.41,0.2836,5,57,62
2012-02-23,1,1,2,0,4,1,9912,0,2,0.44,0.4394,0.47,0.2537,12,30,42
2012-02-23,1,1,2,0,4,1,9913,1,2,0.44,0.4394,0.58,0.2836,3,12,15
2012-02-23,1,1,2,0,4,1,9914,2,2,0.44,0.4394,0.62,0.2239,5,4,9
2012-02-23,1,1,2,0,4,1,9915,3,3,0.44,0.4394,0.67,0.194,2,4,6
2012-02-23,1,1,2,0,4,1,9916,4,1,0.4,0.4091,0.76,0.2239,0,1,1
2012-02-23,1,1,2,0,4,1,9917,5,1,0.4,0.4091,0.76,0.2239,2,30,32
2012-02-23,1,1,2,0,4,1,9918,6,1,0.36,0.3485,0.87,0.194,3,88,91
2012-02-23,1,1,2,0,4,1,9919,7,1,0.36,0.3485,0.81,0.2239,9,317,326
2012-02-23,1,1,2,0,4,1,9920,8,1,0.34,0.3333,0.87,0.194,11,549,560
2012-02-23,1,1,2,0,4,1,9921,9,1,0.36,0.3333,0.81,0.2537,14,228,242
2012-02-23,1,1,2,0,4,1,9922,10,1,0.42,0.4242,0.67,0.194,41,107,148
2012-02-23,1,1,2,0,4,1,9923,11,1,0.48,0.4697,0.48,0.2836,54,128,182
2012-02-23,1,1,2,0,4,1,9924,12,1,0.5,0.4848,0.42,0.2537,25,199,224
2012-02-23,1,1,2,0,4,1,9925,13,1,0.52,0.5,0.39,0.194,30,188,218
2012-02-23,1,1,2,0,4,1,9926,14,1,0.54,0.5152,0.37,0.2537,36,156,192
2012-02-23,1,1,2,0,4,1,9927,15,1,0.54,0.5152,0.33,0.1343,46,171,217
2012-02-23,1,1,2,0,4,1,9928,16,1,0.56,0.5303,0.32,0.0,45,298,343
2012-02-23,1,1,2,0,4,1,9929,17,1,0.54,0.5152,0.32,0.1642,49,561,610
2012-02-23,1,1,2,0,4,1,9930,18,1,0.54,0.5152,0.37,0.1343,36,486,522
2012-02-23,1,1,2,0,4,1,9931,19,1,0.5,0.4848,0.39,0.0896,20,349,369
2012-02-23,1,1,2,0,4,1,9932,20,1,0.46,0.4545,0.44,0.1343,23,246,269
2012-02-23,1,1,2,0,4,1,9933,21,1,0.44,0.4394,0.51,0.2239,17,205,222
2012-02-23,1,1,2,0,4,1,9934,22,1,0.44,0.4394,0.54,0.2537,19,118,137
2012-02-23,1,1,2,0,4,1,9935,23,1,0.44,0.4394,0.54,0.0,14,71,85
2012-02-24,1,1,2,0,5,1,9936,0,2,0.44,0.4394,0.58,0.0896,12,34,46
2012-02-24,1,1,2,0,5,1,9937,1,1,0.44,0.4394,0.62,0.194,3,15,18
2012-02-24,1,1,2,0,5,1,9938,2,3,0.42,0.4242,0.77,0.2836,1,4,5
2012-02-24,1,1,2,0,5,1,9939,3,1,0.42,0.4242,0.82,0.1343,0,5,5
2012-02-24,1,1,2,0,5,1,9940,4,1,0.4,0.4091,0.87,0.1343,0,2,2
2012-02-24,1,1,2,0,5,1,9941,5,2,0.4,0.4091,0.87,0.194,1,25,26
2012-02-24,1,1,2,0,5,1,9942,6,2,0.4,0.4091,0.87,0.1642,2,80,82
2012-02-24,1,1,2,0,5,1,9943,7,2,0.4,0.4091,0.76,0.2239,7,265,272
2012-02-24,1,1,2,0,5,1,9944,8,2,0.38,0.3939,0.76,0.3284,17,452,469
2012-02-24,1,1,2,0,5,1,9945,9,3,0.36,0.3333,0.81,0.2537,15,229,244
2012-02-24,1,1,2,0,5,1,9946,10,3,0.36,0.3485,0.81,0.1642,22,119,141
2012-02-24,1,1,2,0,5,1,9947,11,2,0.36,0.3636,0.81,0.1045,27,136,163
2012-02-24,1,1,2,0,5,1,9948,12,2,0.4,0.4091,0.76,0.1343,27,201,228
2012-02-24,1,1,2,0,5,1,9949,13,2,0.42,0.4242,0.71,0.1045,30,153,183
2012-02-24,1,1,2,0,5,1,9950,14,2,0.46,0.4545,0.67,0.1045,5,26,31
2012-02-24,1,1,2,0,5,1,9951,15,3,0.4,0.4091,0.87,0.194,11,83,94
2012-02-24,1,1,2,0,5,1,9952,16,3,0.4,0.4091,0.87,0.194,12,166,178
2012-02-24,1,1,2,0,5,1,9953,17,3,0.42,0.4242,0.94,0.1045,14,242,256
2012-02-24,1,1,2,0,5,1,9954,18,2,0.42,0.4242,0.94,0.0,11,289,300
2012-02-24,1,1,2,0,5,1,9955,19,2,0.44,0.4394,0.88,0.1045,6,227,233
2012-02-24,1,1,2,0,5,1,9956,20,1,0.44,0.4394,0.62,0.4179,8,159,167
2012-02-24,1,1,2,0,5,1,9957,21,1,0.42,0.4242,0.35,0.806,1,151,152
2012-02-24,1,1,2,0,5,1,9958,22,1,0.4,0.4091,0.37,0.5821,4,102,106
2012-02-24,1,1,2,0,5,1,9959,23,1,0.38,0.3939,0.37,0.6866,10,76,86
2012-02-25,1,1,2,0,6,0,9960,0,1,0.36,0.3333,0.43,0.3881,5,56,61
2012-02-25,1,1,2,0,6,0,9961,1,1,0.34,0.303,0.42,0.3582,4,42,46
2012-02-25,1,1,2,0,6,0,9962,2,1,0.32,0.303,0.45,0.2537,1,37,38
2012-02-25,1,1,2,0,6,0,9963,3,1,0.3,0.2727,0.45,0.2985,0,7,7
2012-02-25,1,1,2,0,6,0,9964,4,1,0.3,0.2727,0.42,0.3284,0,2,2
2012-02-25,1,1,2,0,6,0,9965,5,2,0.3,0.2727,0.42,0.2985,0,3,3
2012-02-25,1,1,2,0,6,0,9966,6,2,0.3,0.2727,0.42,0.2985,1,12,13
2012-02-25,1,1,2,0,6,0,9967,7,1,0.28,0.2424,0.45,0.4478,3,20,23
2012-02-25,1,1,2,0,6,0,9968,8,1,0.26,0.2273,0.48,0.2985,3,90,93
2012-02-25,1,1,2,0,6,0,9969,9,3,0.22,0.197,0.75,0.3284,15,107,122
2012-02-25,1,1,2,0,6,0,9970,10,1,0.26,0.2273,0.6,0.3582,24,159,183
2012-02-25,1,1,2,0,6,0,9971,11,1,0.3,0.2576,0.39,0.6119,23,187,210
2012-02-25,1,1,2,0,6,0,9972,12,1,0.32,0.2727,0.29,0.6567,41,217,258
2012-02-25,1,1,2,0,6,0,9973,13,1,0.32,0.2879,0.31,0.4925,48,178,226
2012-02-25,1,1,2,0,6,0,9974,14,1,0.32,0.2727,0.29,0.5522,35,181,216
2012-02-25,1,1,2,0,6,0,9975,15,1,0.32,0.2879,0.29,0.4179,21,211,232
2012-02-25,1,1,2,0,6,0,9976,16,1,0.32,0.2727,0.26,0.5821,32,163,195
2012-02-25,1,1,2,0,6,0,9977,17,1,0.3,0.2727,0.33,0.3582,16,143,159
2012-02-25,1,1,2,0,6,0,9978,18,1,0.3,0.2576,0.28,0.5821,7,126,133
2012-02-25,1,1,2,0,6,0,9979,19,1,0.26,0.2121,0.33,0.4478,12,137,149
2012-02-25,1,1,2,0,6,0,9980,20,1,0.26,0.2121,0.3,0.5522,10,95,105
2012-02-25,1,1,2,0,6,0,9981,21,1,0.24,0.2121,0.35,0.3284,5,80,85
2012-02-25,1,1,2,0,6,0,9982,22,1,0.24,0.197,0.38,0.4627,4,78,82
2012-02-25,1,1,2,0,6,0,9983,23,1,0.24,0.197,0.41,0.4179,7,84,91
2012-02-26,1,1,2,0,0,0,9984,0,1,0.24,0.2121,0.41,0.3582,7,63,70
2012-02-26,1,1,2,0,0,0,9985,1,1,0.24,0.2121,0.44,0.3284,5,50,55
2012-02-26,1,1,2,0,0,0,9986,2,1,0.24,0.2121,0.44,0.3284,5,37,42
2012-02-26,1,1,2,0,0,0,9987,3,1,0.24,0.2273,0.41,0.194,0,21,21
2012-02-26,1,1,2,0,0,0,9988,4,1,0.24,0.2273,0.41,0.194,1,5,6
2012-02-26,1,1,2,0,0,0,9989,5,1,0.22,0.2121,0.44,0.2239,0,5,5
2012-02-26,1,1,2,0,0,0,9990,6,1,0.22,0.197,0.44,0.3284,0,2,2
2012-02-26,1,1,2,0,0,0,9991,7,1,0.2,0.1818,0.51,0.2985,2,20,22
2012-02-26,1,1,2,0,0,0,9992,8,1,0.2,0.197,0.51,0.2537,2,57,59
2012-02-26,1,1,2,0,0,0,9993,9,1,0.22,0.2121,0.47,0.2239,11,76,87
2012-02-26,1,1,2,0,0,0,9994,10,1,0.26,0.2576,0.41,0.1642,27,161,188
2012-02-26,1,1,2,0,0,0,9995,11,1,0.28,0.2576,0.41,0.2836,43,184,227
2012-02-26,1,1,2,0,0,0,9996,12,1,0.3,0.303,0.39,0.1343,49,256,305
2012-02-26,1,1,2,0,0,0,9997,13,1,0.32,0.3333,0.36,0.0,58,267,325
2012-02-26,1,1,2,0,0,0,9998,14,1,0.34,0.3485,0.31,0.0,68,263,331
2012-02-26,1,1,2,0,0,0,9999,15,1,0.36,0.3485,0.29,0.0,72,281,353
2012-02-26,1,1,2,0,0,0,10000,16,1,0.36,0.3333,0.32,0.2537,64,275,339
2012-02-26,1,1,2,0,0,0,10001,17,1,0.36,0.3485,0.32,0.2239,46,241,287
2012-02-26,1,1,2,0,0,0,10002,18,1,0.34,0.3182,0.36,0.2836,17,199,216
2012-02-26,1,1,2,0,0,0,10003,19,1,0.34,0.3333,0.34,0.1642,13,130,143
2012-02-26,1,1,2,0,0,0,10004,20,1,0.32,0.3182,0.42,0.1642,9,79,88
2012-02-26,1,1,2,0,0,0,10005,21,1,0.3,0.303,0.45,0.1343,8,75,83
2012-02-26,1,1,2,0,0,0,10006,22,1,0.3,0.2879,0.42,0.2239,3,68,71
2012-02-26,1,1,2,0,0,0,10007,23,1,0.26,0.2576,0.56,0.1642,5,59,64
2012-02-27,1,1,2,0,1,1,10008,0,1,0.26,0.2424,0.6,0.2537,2,27,29
2012-02-27,1,1,2,0,1,1,10009,1,1,0.26,0.2576,0.65,0.2239,0,6,6
2012-02-27,1,1,2,0,1,1,10010,2,1,0.26,0.2273,0.7,0.2985,0,4,4
2012-02-27,1,1,2,0,1,1,10011,3,1,0.24,0.2424,0.75,0.1642,0,2,2
2012-02-27,1,1,2,0,1,1,10012,4,1,0.22,0.2273,0.8,0.1343,0,1,1
2012-02-27,1,1,2,0,1,1,10013,5,1,0.22,0.2273,0.8,0.1343,0,16,16
2012-02-27,1,1,2,0,1,1,10014,6,1,0.24,0.2273,0.7,0.2537,1,89,90
2012-02-27,1,1,2,0,1,1,10015,7,1,0.24,0.2273,0.6,0.2239,2,278,280
2012-02-27,1,1,2,0,1,1,10016,8,1,0.24,0.2424,0.6,0.0,14,514,528
2012-02-27,1,1,2,0,1,1,10017,9,1,0.26,0.2576,0.6,0.194,11,219,230
2012-02-27,1,1,2,0,1,1,10018,10,1,0.32,0.303,0.45,0.2537,16,88,104
2012-02-27,1,1,2,0,1,1,10019,11,1,0.36,0.3333,0.43,0.2537,11,92,103
2012-02-27,1,1,2,0,1,1,10020,12,1,0.4,0.4091,0.37,0.2985,13,164,177
2012-02-27,1,1,2,0,1,1,10021,13,1,0.4,0.4091,0.43,0.2836,23,159,182
2012-02-27,1,1,2,0,1,1,10022,14,1,0.46,0.4545,0.36,0.2836,24,134,158
2012-02-27,1,1,2,0,1,1,10023,15,1,0.52,0.5,0.25,0.4179,24,150,174
